T	Rh		
°C	AW5@TH089		
	40kg/mol		
14.85	43.3333333333333	0.40414518843274
15.85	43	0.200000000000003
16.85	43.2666666666667	0.461880215351699
17.85	42	0.608276253029822
18.85	42.3333333333333	0.230940107675849
19.85	41.8	0.458257569495587
20.85	41.5333333333333	0.321455025366432
21.85	40.9333333333333	1.15902257671425
22.85	40.7	1.75214154679352
23.85	40.5	0.519615242270662
24.85	39.9666666666667	0.416333199893226
25.85	37.3666666666667	1.85022521151706
26.85	38.4	1.13578166916005
27.85	38.2	1.0816653826392
28.85	35.8666666666667	1.80092568789868
29.85	36.6666666666667	0.230940107675849
30.85	33.8	1.35277492584687
31.85	31.2	1.01488915650922
32.85	28.9666666666667	0.230940107675852
33.85	28.5	0.608276253029821
34.85	28.2	0.264575131106459
35.85	27.4666666666667	0.115470053837927
36.85	27.0666666666667	0.208166599946614
37.85	26.7	0.1
38.85	27.4333333333333	0.404145188432738
39.75	27.5666666666667	0.416333199893225
40.65	26.7	0.556776436283003
41.65	26.9333333333333	0.680685928555405
42.65	26.5666666666667	0.0577350269189634
43.65	27	0.199999999999999
44.65	27	0.854400374531753
45.55	26.3333333333333	0.152752523165195
46.55	27	0.5
47.55	26.5333333333333	0.230940107675852
48.45	26.5	0.300000000000001
49.45	26.8333333333333	0.503322295684717
50.45	26.95	0.180277563773199
51.45	30.6333333333333	6.55769268366043
52.35	26.5	0.360555127546399
53.35	27.0333333333333	0.450924975282289
54.55	26.1	0.5
55.25	25.8	0.264575131106459
56.25	26.1333333333333	0.351188458428424
57.25	26.5	0.458257569495584
58.25	26.2333333333333	0.152752523165193
59.25	26.2333333333333	0.378593889720018
60.15	26.5666666666667	0.115470053837925
61.15	26.6333333333333	0.251661147842358
62.15	26.4666666666667	0.0577350269189634
63.15	26.4666666666667	0.513160143944689
64.15	26.1333333333333	0.568624070307733
